herb	symptom	label
U303	C0040822	0
U303	C0234376	0
U303	C0003578	0
U303	C3714756	0
U303	C0020796	0
U303	C0018776	0
U303	C0042571	0
U303	C0234133	0
U303	C0234132	0
U303	C0234378	0
U304	C0022541	0
U304	C0023530	0
U304	C0002103	0
U304	C0035455	0
U304	C0009806	0
U304	C0011991	0
U304	C0021359	0
U304	C0014335	0
U304	C0003113	0
U304	C0026821	0
U304	C0036572	0
U304	C0011570	0
U304	C0001925	0
U304	C0033687	0
U304	C0020615	0
U304	C0032914	0
U304	C0338591	0
U304	C0700590	0
U304	C0019572	0
U304	C0006625	0
U304	C0027498	0
U304	C0018777	0
U304	C0015967	0
U304	C3552463	0
U304	C0023014	0
U304	C0015672	0
U304	C0271215	0
U304	C0028754	0
U304	C0028756	0
U304	C3203358	0
U304	C0031154	0
U304	C0000737	0
U304	C0086565	0
U304	C0019214	0
U304	C0235153	0
U304	C0018784	0
U304	C0020455	0
U304	C0020438	0
U304	C0020538	0
U304	C0751837	0
U304	C0009460	0
U304	C0151825	0
U304	C0162298	0
U304	C0086437	0
U304	C0003862	0
U304	C0152031	0
U304	C0035229	0
U304	C0231835	0
U304	C0013404	0
U304	C0476273	0
U304	C1145670	0
U304	C0009421	0
U304	C0026838	0
U304	C0026846	0
U304	C0151786	0
U304	C0015644	0
U304	C0026826	0
U304	C0013421	0
U304	C0027066	0
U304	C0542476	0
U304	C0751295	0
U304	C0002622	0
U304	C0234979	0
U304	C1838869	0
U304	C0003537	0
U304	C0917816	0
U304	C0221263	0
U304	C0010200	0
U304	C0178417	0
U304	C0231807	0
U304	C0162674	0
U304	C0427055	0
U304	C0476254	0
U304	C1963137	0
U304	C0231791	0
U304	C0005779	0
U304	C0042963	0
U304	C0237326	0
U304	C0016382	0
U304	C0151908	0
U304	C0085636	0
U304	C0022346	0
U304	C0033774	0
U304	C0034150	0
U304	C0015230	0
U304	C0155320	0
U304	C0018989	0
U304	C0022116	0
U304	C0018780	0
U304	C0032285	0
U304	C0026837	0
U304	C0427190	0
U304	C0152200	0
U304	C0231528	0
U304	C0746674	0
U304	C0240735	0
U304	C3668816	0
U304	C0002418	0
U304	C0009398	0
U304	C0700078	0
U304	C0270948	0
U304	C0035078	0
U304	C1963154	0
U304	C0019825	0
U304	C0456909	0
U304	C0003635	0
U304	C0013595	0
U304	C0042798	0
U304	C0023380	0
U304	C0234144	0
U304	C0013604	0
U304	C0037315	0
U304	C0037317	0
U304	C0851578	0
U304	C0241210	0
U304	C0020305	0
U304	C0398650	0
U304	C1262477	0
U304	C0043094	0
U304	C1384666	0
U304	C1691779	0
U304	C0030193	0
U304	C0020429	0
U304	C1860844	0
U304	C0018681	0
U304	C0012833	0
U304	C0206160	0
U304	C0033377	0
U304	C4020887	0
U304	C0018834	0
U304	C0008489	0
U304	C0006271	0
U304	C0030486	0
U304	C1836296	0
U304	C0032617	0
U304	C0042024	0
U304	C0007758	0
U304	C0014118	0
U304	C0008031	0
U304	C2364082	0
U304	C0003126	0
U304	C0023186	0
U304	C0751265	0
U304	C0042384	0
U304	C0040034	0
U304	C0231712	0
U304	C0021368	0
U304	C0030232	0
U304	C0029089	0
U304	C0005745	0
U304	C0003123	0
U304	C0271097	0
U304	C2931205	0
U304	C1568248	0
U304	C1568249	0
U304	C0699731	0
U304	C0086132	0
U304	C0020505	0
U304	C0013491	0
U304	C0023012	0
U304	C0023015	0
U304	C0973461	0
U304	C0233565	0
U304	C0039070	0
U304	C0040822	0
U304	C0234376	0
U304	C0003578	0
U304	C3714756	0
U304	C0020796	0
U304	C0018776	0
U304	C0042571	0
U304	C0234133	0
U304	C0234132	0
U304	C0234378	0
U305	C0022541	0
U305	C0023530	0
U305	C0002103	0
U305	C0035455	0
U305	C0009806	0
U305	C0021359	0
U305	C0014335	0
U305	C0003113	0
U305	C0026821	0
U305	C0036572	0
U305	C0011570	0
U305	C0001925	0
U305	C0033687	0
U305	C0020615	0
U305	C0032914	0
U305	C0338591	0
U305	C0700590	0
U305	C0019572	0
U305	C0006625	0
U305	C0027498	0
U305	C0018777	0
U305	C0015967	0
U305	C3552463	0
U305	C0023014	0
U305	C0015672	0
U305	C0271215	0
U305	C0028754	0
U305	C0028756	0
U305	C3203358	0
U305	C0031154	0
U305	C0000737	0
U305	C0086565	0
U305	C0019214	0
U305	C0235153	0
U305	C0018784	0
U305	C0020455	0
U305	C0020438	0
U305	C0020538	0
U305	C0751837	0
U305	C0009460	0
U305	C0151825	0
U305	C0162298	0
U305	C0086437	0
U305	C0003862	0
U305	C0152031	0
U305	C0035229	0
U305	C0231835	0
U305	C0013404	0
U305	C0476273	0
U305	C1145670	0
U305	C0009421	0
U305	C0026838	0
U305	C0026846	0
U305	C0151786	0
U305	C0015644	0
U305	C0026826	0
U305	C0013421	0
U305	C0027066	0
U305	C0542476	0
U305	C0751295	0
U305	C0002622	0
U305	C0234979	0
U305	C1838869	0
U305	C0003537	0
U305	C0917816	0
U305	C0221263	0
U305	C0178417	0
U305	C0231807	0
U305	C0162674	0
U305	C0427055	0
U305	C0476254	0
U305	C1963137	0
U305	C0231791	0
U305	C0005779	0
U305	C0042963	0
U305	C0237326	0
U305	C0016382	0
U305	C0151908	0
U305	C0085636	0
U305	C0033774	0
U305	C0034150	0
U305	C0015230	0
U305	C0155320	0
U305	C0018989	0
U305	C0022116	0
U305	C0018780	0
U305	C0032285	0
U305	C0026837	0
U305	C0427190	0
U305	C0152200	0
U305	C0231528	0
U305	C0746674	0
U305	C0240735	0
U305	C3668816	0
U305	C0002418	0
U305	C0009398	0
U305	C0700078	0
U305	C0270948	0
U305	C0035078	0
U305	C1963154	0
U305	C0456909	0
U305	C0003635	0
U305	C0013595	0
U305	C0042798	0
U305	C0023380	0
U305	C0234144	0
U305	C0013604	0
U305	C0037315	0
U305	C0037317	0
U305	C0851578	0
U305	C0241210	0
U305	C0020305	0
U305	C0398650	0
U305	C1262477	0
U305	C0043094	0
U305	C1384666	0
U305	C1691779	0
U305	C1860844	0
U305	C0018681	0
U305	C0012833	0
U305	C0206160	0
U305	C0033377	0
U305	C4020887	0
U305	C0018834	0
U305	C0008489	0
U305	C0006271	0
U305	C0030486	0
U305	C1836296	0
U305	C0032617	0
U305	C0042024	0
U305	C0007758	0
U305	C0014118	0
U305	C0008031	0
U305	C2364082	0
U305	C0003126	0
U305	C0023186	0
U305	C0751265	0
U305	C0042384	0
U305	C0040034	0
U305	C0231712	0
U305	C0021368	0
U305	C0030232	0
U305	C0029089	0
U305	C0005745	0
U305	C0003123	0
U305	C0271097	0
U305	C2931205	0
U305	C1568248	0
U305	C1568249	0
U305	C0699731	0
U305	C0086132	0
U305	C0020505	0
U305	C0013491	0
U305	C0023012	0
U305	C0023015	0
U305	C0973461	0
U305	C0233565	0
U305	C0039070	0
U305	C0040822	0
U305	C0234376	0
U305	C0003578	0
U305	C3714756	0
U305	C0020796	0
U305	C0018776	0
U305	C0042571	0
U305	C0234133	0
U305	C0234132	0
U305	C0234378	0
U306	C0022541	0
U306	C0023530	0
U306	C0002103	0
U306	C0035455	0
U306	C0009806	0
U306	C0011991	0
U306	C0021359	0
U306	C0014335	0
U306	C0003113	0
U306	C0026821	0
U306	C0036572	0
U306	C0011570	0
U306	C0001925	0
U306	C0033687	0
U306	C0020615	0
U306	C0032914	0
U306	C0338591	0
U306	C0700590	0
U306	C0019572	0
U306	C0006625	0
U306	C0027498	0
U306	C0018777	0
U306	C0015967	0
U306	C3552463	0
U306	C0023014	0
U306	C0015672	0
U306	C0271215	0
U306	C0028754	0
U306	C0028756	0
U306	C3203358	0
U306	C0031154	0
U306	C0000737	0
U306	C0086565	0
U306	C0019214	0
U306	C0235153	0
U306	C0018784	0
U306	C0020455	0
U306	C0020438	0
U306	C0020538	0
U306	C0751837	0
U306	C0009460	0
U306	C0151825	0
U306	C0162298	0
U306	C0086437	0
U306	C0003862	0
U306	C0152031	0
U306	C0035229	0
U306	C0231835	0
U306	C0013404	0
U306	C0476273	0
U306	C1145670	0
U306	C0009421	0
U306	C0026838	0
U306	C0026846	0
U306	C0151786	0
U306	C0015644	0
U306	C0026826	0
U306	C0013421	0
U306	C0027066	0
U306	C0542476	0
U306	C0751295	0
U306	C0002622	0
U306	C0234979	0
U306	C1838869	0
U306	C0003537	0
U306	C0917816	0
U306	C0221263	0
U306	C0010200	0
U306	C0178417	0
U306	C0231807	0
U306	C0162674	0
U306	C0427055	0
U306	C0476254	0
U306	C1963137	0
U306	C0231791	0
U306	C0005779	0
U306	C0042963	0
U306	C0237326	0
U306	C0016382	0
U306	C0151908	0
U306	C0085636	0
U306	C0022346	0
U306	C0033774	0
U306	C0034150	0
U306	C0015230	0
U306	C0155320	0
U306	C0018989	0
U306	C0022116	0
U306	C0018780	0
U306	C0032285	0
U306	C0026837	0
U306	C0427190	0
U306	C0152200	0
U306	C0231528	0
U306	C0746674	0
U306	C0240735	0
U306	C3668816	0
U306	C0002418	0
U306	C0009398	0
U306	C0700078	0
U306	C0270948	0
U306	C0035078	0
U306	C1963154	0
U306	C0019825	0
U306	C0456909	0
U306	C0003635	0
U306	C0013595	0
U306	C0042798	0
U306	C0023380	0
U306	C0234144	0
U306	C0013604	0
U306	C0037315	0
U306	C0037317	0
U306	C0851578	0
U306	C0241210	0
U306	C0020305	0
U306	C0398650	0
U306	C1262477	0
U306	C0043094	0
U306	C1384666	0
U306	C1691779	0
U306	C0030193	0
U306	C0020429	0
U306	C1860844	0
U306	C0018681	0
U306	C0012833	0
U306	C0206160	0
U306	C0033377	0
U306	C4020887	0
U306	C0018834	0
U306	C0008489	0
U306	C0006271	0
U306	C0030486	0
U306	C1836296	0
U306	C0032617	0
U306	C0042024	0
U306	C0007758	0
U306	C0014118	0
U306	C0008031	0
U306	C2364082	0
U306	C0003126	0
U306	C0023186	0
U306	C0751265	0
U306	C0042384	0
U306	C0040034	0
U306	C0231712	0
U306	C0021368	0
U306	C0030232	0
U306	C0029089	0
U306	C0005745	0
U306	C0003123	0
U306	C0271097	0
U306	C2931205	0
U306	C1568248	0
U306	C1568249	0
U306	C0699731	0
U249	C0398650	0
U249	C1262477	0
U249	C0043094	0
U249	C1384666	0
U249	C1691779	0
U249	C0030193	0
U249	C0020429	0
U249	C1860844	0
U249	C0018681	0
U249	C0012833	0
U249	C0206160	0
U249	C0033377	0
U249	C4020887	0
U249	C0018834	0
U249	C0008489	0
U249	C0006271	0
U249	C0030486	0
U249	C1836296	0
U249	C0032617	0
U249	C0042024	0
U249	C0007758	0
U249	C0014118	0
U249	C0008031	0
U249	C2364082	0
U249	C0003126	0
U249	C0023186	0
U249	C0751265	0
U249	C0042384	0
U249	C0040034	0
U249	C0231712	0
U249	C0021368	0
U249	C0030232	0
U249	C0029089	0
U249	C0005745	0
U249	C0003123	0
U249	C0271097	0
U249	C2931205	0
U249	C1568248	0
U249	C1568249	0
U249	C0699731	0
U249	C0086132	0
U249	C0020505	0
U249	C0013491	0
U249	C0023012	0
U249	C0023015	0
U249	C0973461	0
U249	C0233565	0
U249	C0039070	0
U249	C0040822	0
U249	C0234376	0
U249	C0003578	0
U249	C3714756	0
U249	C0020796	0
U249	C0018776	0
U249	C0042571	0
U249	C0234133	0
U249	C0234132	0
U249	C0234378	0
U251	C0022541	0
U251	C0023530	0
U251	C0002103	0
U251	C0035455	0
U251	C0009806	0
U251	C0011991	0
U251	C0021359	0
U251	C0014335	0
U251	C0003113	0
U251	C0026821	0
U251	C0036572	0
U251	C0011570	0
U251	C0001925	0
U251	C0033687	0
U251	C0020615	0
U251	C0032914	0
U251	C0338591	0
U251	C0700590	0
U251	C0019572	0
U251	C0006625	0
U251	C0027498	0
U251	C0018777	0
U251	C0015967	0
U251	C3552463	0
U251	C0023014	0
U251	C0015672	0
U251	C0271215	0
U251	C0028754	0
U251	C0028756	0
U251	C3203358	0
U251	C0031154	0
U251	C0000737	0
U251	C0086565	0
U251	C0019214	0
U251	C0235153	0
U251	C0018784	0
U251	C0020455	0
U251	C0020438	0
U251	C0020538	0
U251	C0751837	0
U251	C0009460	0
U251	C0151825	0
U251	C0162298	0
U251	C0086437	0
U251	C0003862	0
U251	C0152031	0
U251	C0035229	0
U251	C0231835	0
U251	C0013404	0
U251	C0476273	0
U251	C1145670	0
U251	C0009421	0
U251	C0026838	0
U251	C0026846	0
U251	C0151786	0
U251	C0015644	0
U251	C0026826	0
U251	C0013421	0
U251	C0027066	0
U251	C0542476	0
U251	C0751295	0
U251	C0002622	0
U251	C0234979	0
U251	C1838869	0
U251	C0003537	0
U251	C0917816	0
U251	C0221263	0
U251	C0010200	0
U251	C0178417	0
U251	C0231807	0
U251	C0162674	0
U251	C0427055	0
U251	C0476254	0
U251	C1963137	0
U251	C0231791	0
U251	C0005779	0
U251	C0042963	0
U251	C0237326	0
U251	C0016382	0
U251	C0151908	0
U251	C0085636	0
U251	C0022346	0
U251	C0033774	0
U251	C0034150	0
U251	C0015230	0
U251	C0155320	0
U251	C0018989	0
U251	C0022116	0
U251	C0018780	0
U251	C0032285	0
U251	C0026837	0
U251	C0427190	0
U251	C0152200	0
U251	C0231528	0
U251	C0746674	0
U251	C0240735	0
U251	C3668816	0
U251	C0002418	0
U251	C0009398	0
U251	C0700078	0
U251	C0270948	0
U251	C0035078	0
U251	C1963154	0
U251	C0019825	0
U251	C0456909	0
U251	C0003635	0
U251	C0013595	0
U251	C0042798	0
U251	C0023380	0
U251	C0234144	0
U251	C0013604	0
U251	C0037315	0
U251	C0037317	0
U251	C0851578	0
U251	C0241210	0
U251	C0020305	0
U251	C0398650	0
U251	C1262477	0
U251	C0043094	0
U251	C1384666	0
U251	C1691779	0
U251	C0030193	0
U251	C0020429	0
U251	C1860844	0
U251	C0018681	0
U251	C0012833	0
U251	C0206160	0
U251	C0033377	0
U251	C4020887	0
U251	C0018834	0
U251	C0008489	0
U251	C0006271	0
U251	C0030486	0
U251	C1836296	0
U251	C0032617	0
U251	C0042024	0
U251	C0007758	0
U251	C0014118	0
U251	C0008031	0
U251	C2364082	0
U251	C0003126	0
U251	C0023186	0
U251	C0751265	0
U251	C0042384	0
U251	C0040034	0
U251	C0231712	0
U251	C0021368	0
U251	C0030232	0
U251	C0029089	0
U251	C0005745	0
U251	C0003123	0
U251	C0271097	0
U251	C2931205	0
U251	C1568248	0
U251	C1568249	0
U251	C0699731	0
U251	C0086132	0
U251	C0020505	0
U251	C0013491	0
U251	C0023012	0
U251	C0023015	0
U251	C0973461	0
U251	C0233565	0
U251	C0039070	0
U251	C0040822	0
U251	C0234376	0
U251	C0003578	0
U251	C3714756	0
U251	C0020796	0
U251	C0018776	0
U251	C0042571	0
U251	C0234133	0
U251	C0234132	0
U251	C0234378	0
U255	C0022541	0
U255	C0023530	0
U255	C0002103	0
U255	C0035455	0
U255	C0009806	0
U255	C0011991	0
U255	C0021359	0
U255	C0014335	0
U255	C0003113	0
U255	C0026821	0
U255	C0036572	0
U255	C0011570	0
U255	C0001925	0
U255	C0033687	0
U255	C0020615	0
U255	C0032914	0
U255	C0338591	0
U255	C0700590	0
U255	C0019572	0
U255	C0006625	0
U255	C0027498	0
U255	C0018777	0
U255	C0015967	0
U255	C3552463	0
U255	C0023014	0
U255	C0015672	0
U255	C0271215	0
U255	C0028754	0
U255	C0028756	0
U255	C3203358	0
U255	C0031154	0
U255	C0000737	0
U255	C0086565	0
U255	C0019214	0
U255	C0235153	0
U255	C0018784	0
U255	C0020455	0
U255	C0020438	0
U255	C0020538	0
U255	C0751837	0
U255	C0009460	0
U255	C0151825	0
U255	C0162298	0
U255	C0086437	0
U255	C0003862	0
U255	C0152031	0
U255	C0035229	0
U255	C0231835	0
U255	C0013404	0
U255	C0476273	0
U255	C1145670	0
U255	C0009421	0
U255	C0026838	0
U255	C0026846	0
U255	C0151786	0
U255	C0015644	0
U255	C0026826	0
U255	C0013421	0
U255	C0027066	0
U255	C0542476	0
U255	C0751295	0
U255	C0002622	0
U255	C0234979	0
U255	C1838869	0
U255	C0003537	0
U255	C0917816	0
U255	C0221263	0
U255	C0010200	0
U255	C0178417	0
U255	C0231807	0
U255	C0162674	0
U255	C0427055	0
U255	C0476254	0
U255	C1963137	0
U255	C0231791	0
U255	C0005779	0
U255	C0042963	0
U255	C0237326	0
U255	C0016382	0
U255	C0151908	0
U255	C0085636	0
U255	C0022346	0
U255	C0033774	0
U255	C0034150	0
U255	C0015230	0
U255	C0155320	0
U255	C0018989	0
U255	C0022116	0
U255	C0018780	0
U255	C0032285	0
U255	C0026837	0
U255	C0427190	0
U255	C0152200	0
U255	C0231528	0
U255	C0746674	0
U255	C0240735	0
U255	C3668816	0
U255	C0002418	0
U255	C0009398	0
U255	C0700078	0
U255	C0270948	0
U255	C0035078	0
U255	C1963154	0
U255	C0019825	0
U255	C0456909	0
U255	C0003635	0
U255	C0013595	0
U255	C0042798	0
U255	C0023380	0
U255	C0234144	0
U255	C0013604	0
U255	C0037315	0
U255	C0037317	0
U255	C0851578	0
U255	C0241210	0
U255	C0020305	0
U255	C0398650	0
U255	C1262477	0
U255	C0043094	0
U255	C1384666	0
U255	C1691779	0
U255	C0030193	0
U255	C0020429	0
U255	C1860844	0
U255	C0018681	0
U255	C0012833	0
U255	C0206160	0
U255	C0033377	0
U255	C4020887	0
U255	C0018834	0
U255	C0008489	0
U255	C0006271	0
U255	C0030486	0
U255	C1836296	0
U255	C0032617	0
U255	C0042024	0
U255	C0007758	0
U255	C0014118	0
U255	C0008031	0
U255	C2364082	0
U255	C0003126	0
U255	C0023186	0
U255	C0751265	0
U255	C0042384	0
U255	C0040034	0
U255	C0231712	0
U255	C0021368	0
U255	C0030232	0
U255	C0029089	0
U255	C0005745	0
U255	C0003123	0
U255	C0271097	0
U255	C2931205	0
U255	C1568248	0
U255	C1568249	0
U255	C0699731	0
U255	C0086132	0
U255	C0020505	0
U255	C0013491	0
U255	C0023012	0
U255	C0023015	0
U255	C0973461	0
U255	C0233565	0
U255	C0039070	0
U255	C0040822	0
U255	C0234376	0
U255	C0003578	0
U255	C3714756	0
U255	C0020796	0
U255	C0018776	0
U255	C0042571	0
U255	C0234133	0
U255	C0234132	0
U255	C0234378	0
U257	C0022541	0
U257	C0023530	0
U257	C0002103	0
U257	C0035455	0
U257	C0009806	0
U257	C0011991	0
U257	C0021359	0
U257	C0014335	0
U257	C0003113	0
U257	C0026821	0
U257	C0036572	0
U257	C0011570	0
U257	C0001925	0
U257	C0033687	0
U257	C0020615	0
U257	C0032914	0
U257	C0338591	0
U257	C0700590	0
U257	C0019572	0
U257	C0006625	0
U257	C0027498	0
U257	C0018777	0
U257	C0015967	0
U257	C3552463	0
U257	C0023014	0
U257	C0015672	0
U257	C0271215	0
U257	C0028754	0
U257	C0028756	0
U257	C3203358	0
U257	C0031154	0
U257	C0000737	0
U257	C0086565	0
U257	C0019214	0
U257	C0235153	0
U257	C0018784	0
U257	C0020455	0
U257	C0020438	0
U257	C0020538	0
U257	C0751837	0
U257	C0009460	0
U257	C0151825	0
U257	C0162298	0
U257	C0086437	0
U257	C0003862	0
U257	C0152031	0
U257	C0035229	0
U257	C0231835	0
U257	C0013404	0
U257	C0476273	0
U257	C1145670	0
U257	C0009421	0
U257	C0026838	0
U257	C0026846	0
U257	C0151786	0
U257	C0015644	0
U257	C0026826	0
U257	C0013421	0
U257	C0027066	0
U257	C0542476	0
U257	C0751295	0
U257	C0002622	0
U257	C0234979	0
U257	C1838869	0
U257	C0003537	0
U257	C0917816	0
U257	C0221263	0
U257	C0010200	0
U257	C0178417	0
U257	C0231807	0
U257	C0162674	0
U257	C0427055	0
U257	C0476254	0
U257	C1963137	0
U257	C0231791	0
U257	C0005779	0
U257	C0042963	0
U257	C0237326	0
U257	C0016382	0
U257	C0151908	0
U257	C0085636	0
U257	C0022346	0
U257	C0033774	0
U257	C0034150	0
U257	C0015230	0
U257	C0155320	0
U257	C0018989	0
U257	C0022116	0
U257	C0018780	0
U257	C0032285	0
U257	C0026837	0
U257	C0427190	0
U257	C0152200	0
U257	C0231528	0
U257	C0746674	0
U257	C0240735	0
U257	C3668816	0
U257	C0002418	0
U257	C0009398	0
U257	C0700078	0
U257	C0270948	0
U257	C0035078	0
U257	C1963154	0
U257	C0019825	0
U257	C0456909	0
U257	C0003635	0
U257	C0013595	0
U257	C0042798	0
U257	C0023380	0
U257	C0234144	0
U257	C0013604	0
U257	C0037315	0
U257	C0037317	0
U257	C0851578	0
U257	C0241210	0
U257	C0020305	0
U257	C0398650	0
U257	C1262477	0
U257	C0043094	0
U257	C1384666	0
U257	C1691779	0
U257	C0030193	0
U257	C0020429	0
U257	C1860844	0
U257	C0018681	0
U257	C0012833	0
U257	C0206160	0
U257	C0033377	0
U257	C4020887	0
U257	C0018834	0
U257	C0008489	0
U257	C0006271	0
U257	C0030486	0
U257	C1836296	0
U257	C0032617	0
U257	C0042024	0
U257	C0007758	0
U257	C0014118	0
U257	C0008031	0
U257	C2364082	0
U257	C0003126	0
U257	C0023186	0
U257	C0751265	0
U257	C0042384	0
U257	C0040034	0
U257	C0231712	0
U257	C0021368	0
U257	C0030232	0
U257	C0029089	0
U257	C0005745	0
U257	C0003123	0
U257	C0271097	0
U257	C2931205	0
U257	C1568248	0
U257	C1568249	0
U257	C0699731	0
U257	C0086132	0
U257	C0020505	0
U257	C0013491	0
U257	C0023012	0
U257	C0023015	0
U257	C0973461	0
U257	C0233565	0
U257	C0039070	0
U257	C0040822	0
U257	C0234376	0
U257	C0003578	0
U257	C3714756	0
U257	C0020796	0
U257	C0018776	0
U257	C0042571	0
U257	C0234133	0
U257	C0234132	0
U257	C0234378	0
U258	C0022541	0
U258	C0023530	0
U258	C0002103	0
U258	C0035455	0
U258	C0009806	0
U258	C0011991	0
U258	C0021359	0
U258	C0014335	0
U258	C0003113	0
U258	C0026821	0
U258	C0036572	0
U258	C0011570	0
U258	C0001925	0
U258	C0033687	0
U258	C0020615	0
U258	C0032914	0
U258	C0338591	0
U258	C0700590	0
U258	C0019572	0
U258	C0006625	0
U258	C0027498	0
U258	C0018777	0
U258	C0015967	0
U258	C3552463	0
U258	C0023014	0
U258	C0015672	0
U258	C0271215	0
U258	C0028754	0
U258	C0028756	0
U258	C3203358	0
U258	C0031154	0
U258	C0000737	0
U258	C0086565	0
U258	C0019214	0
U258	C0235153	0
U258	C0018784	0
U258	C0020455	0
U258	C0020438	0
U258	C0020538	0
U258	C0751837	0
U258	C0009460	0
U258	C0151825	0
U258	C0162298	0
U258	C0086437	0
U258	C0003862	0
U258	C0152031	0
U258	C0035229	0
U258	C0231835	0
U258	C0013404	0
U258	C0476273	0
U258	C1145670	0
U258	C0009421	0
U258	C0026838	0
U258	C0026846	0
U258	C0151786	0
U258	C0015644	0
U258	C0026826	0
U258	C0013421	0
U258	C0027066	0
U258	C0542476	0
U258	C0751295	0
U258	C0002622	0
U258	C0234979	0
U258	C1838869	0
U258	C0003537	0
U258	C0917816	0
U258	C0221263	0
U258	C0010200	0
U258	C0178417	0
U258	C0231807	0
U258	C0162674	0
U258	C0427055	0
U258	C0476254	0
U258	C1963137	0
U258	C0231791	0
U258	C0005779	0
U258	C0237326	0
U258	C0016382	0
U258	C0151908	0
U258	C0085636	0
U258	C0022346	0
U258	C0033774	0
U258	C0034150	0
U258	C0015230	0
U258	C0155320	0
U258	C0018989	0
U258	C0022116	0
U258	C0018780	0
U258	C0032285	0
U258	C0026837	0
U258	C0427190	0
U258	C0152200	0
U258	C0231528	0
U258	C0746674	0
U258	C0240735	0
U258	C3668816	0
U258	C0002418	0
U258	C0009398	0
U258	C0700078	0
U258	C0270948	0
U258	C0035078	0
U258	C1963154	0
U258	C0019825	0
U258	C0456909	0
U258	C0003635	0
U258	C0013595	0
U258	C0042798	0
U258	C0023380	0
U258	C0234144	0
U258	C0013604	0
U258	C0037315	0
U258	C0037317	0
U258	C0851578	0
U258	C0241210	0
U258	C0020305	0
U258	C0398650	0
U258	C1262477	0
U258	C0043094	0
U258	C1384666	0
U258	C1691779	0
U258	C1860844	0
U258	C0018681	0
U258	C0012833	0
U258	C0206160	0
U258	C0033377	0
U258	C4020887	0
U258	C0018834	0
U258	C0008489	0
U258	C0006271	0
U258	C0030486	0
U258	C1836296	0
U258	C0032617	0
U258	C0042024	0
U258	C0007758	0
U258	C0014118	0
U258	C0008031	0
U258	C2364082	0
U258	C0003126	0
U258	C0023186	0
U258	C0751265	0
U258	C0042384	0
U258	C0040034	0
U258	C0231712	0
U258	C0021368	0
U258	C0030232	0
U258	C0029089	0
U258	C0005745	0
U258	C0003123	0
U258	C0271097	0
U258	C2931205	0
U258	C1568248	0
U258	C1568249	0
U258	C0699731	0
U258	C0086132	0
U258	C0020505	0
U258	C0013491	0
U258	C0023012	0
U258	C0023015	0
U258	C0973461	0
U258	C0233565	0
U258	C0039070	0
U258	C0040822	0
U258	C0234376	0
U258	C0003578	0
U258	C3714756	0
U258	C0020796	0
U258	C0018776	0
U258	C0042571	0
U258	C0234133	0
U258	C0234132	0
U258	C0234378	0
U26	C0022541	0
U26	C0023530	0
U26	C0002103	0
U26	C0035455	0
U26	C0009806	0
U26	C0011991	0
U26	C0021359	0
U26	C0014335	0
U26	C0003113	0
U26	C0026821	0
U26	C0036572	0
U26	C0011570	0
U26	C0001925	0
U26	C0033687	0
U26	C0020615	0
U26	C0032914	0
U26	C0338591	0
U26	C0700590	0
U26	C0019572	0
U26	C0006625	0
U26	C0027498	0
U26	C0018777	0
U26	C0015967	0
U26	C3552463	0
U26	C0023014	0
U26	C0015672	0
U26	C0271215	0
U26	C0028754	0
U26	C0028756	0
U26	C3203358	0
U26	C0031154	0
U26	C0000737	0
U26	C0086565	0
U26	C0019214	0
U26	C0235153	0
U26	C0018784	0
U26	C0020455	0
U26	C0020438	0
U26	C0020538	0
U26	C0751837	0
U26	C0009460	0
U26	C0151825	0
U26	C0162298	0
U26	C0086437	0
U26	C0003862	0
U26	C0152031	0
U26	C0035229	0
U26	C0231835	0
U26	C0013404	0
U26	C0476273	0
U26	C1145670	0
U26	C0009421	0
U26	C0026838	0
U26	C0026846	0
U26	C0151786	0
U26	C0015644	0
U26	C0026826	0
U26	C0013421	0
U26	C0027066	0
U26	C0542476	0
U26	C0751295	0
U26	C0002622	0
U26	C0234979	0
U26	C1838869	0
U26	C0003537	0
U26	C0917816	0
U26	C0221263	0
U26	C0010200	0
U26	C0178417	0
U26	C0231807	0
U26	C0162674	0
U26	C0427055	0
U26	C0476254	0
U26	C1963137	0
U26	C0231791	0
U26	C0005779	0
U26	C0042963	0
U26	C0237326	0
U26	C0016382	0
U26	C0151908	0
U26	C0085636	0
U26	C0022346	0
U26	C0033774	0
U26	C0034150	0
U26	C0015230	0
U26	C0155320	0
U26	C0018989	0
U26	C0022116	0
U26	C0018780	0
U26	C0032285	0
U26	C0026837	0
U26	C0427190	0
U26	C0152200	0
U26	C0231528	0
U26	C0746674	0
U26	C0240735	0
U26	C3668816	0
U26	C0002418	0
U26	C0009398	0
U26	C0700078	0
U26	C0270948	0
U26	C0035078	0
U26	C1963154	0
U26	C0019825	0
U26	C0456909	0
U26	C0003635	0
U26	C0013595	0
U26	C0042798	0
U26	C0023380	0
U26	C0234144	0
U26	C0013604	0
U26	C0037315	0
U26	C0037317	0
U26	C0851578	0
U26	C0241210	0
U26	C0020305	0
U26	C0398650	0
U26	C1262477	0
U26	C0043094	0
U26	C1384666	0
U26	C1691779	0
U26	C0030193	0
U26	C0020429	0
U26	C1860844	0
U26	C0012833	0
U26	C0206160	0
U26	C0033377	0
U26	C4020887	0
U26	C0018834	0
U26	C0008489	0
U26	C0006271	0
U26	C0030486	0
U26	C1836296	0
U26	C0032617	0
U26	C0042024	0
U26	C0007758	0
U26	C0014118	0
U26	C0008031	0
U26	C2364082	0
U26	C0003126	0
