herb,中药,symptom,肝硬化症状,临床有效,临床出现,score
U146,大青叶,S483,饮食过量,0,0,104242.5
U454,苦楝皮,S360,湿疹性皮炎,0,0,104242.5
U119,川乌,S360,湿疹性皮炎,0,0,104242.5
U795,甜瓜子,S313,贫血,0,0,104242.5
U654,忍冬藤,S109,意识障碍,0,1,104242.5
U36,白芍,S95,消瘦,1,1,104242.5
U188,冬虫夏草,S69,气促,0,0,104242.5
U56,薄荷,S106,抑郁,0,0,104242.5
U748,水飞蓟,S318,气胸,0,0,104242.5
U977,皂角刺,S306,皮疹,0,0,104194.5
U480,莲子心,S104,厌食,0,0,104194.5
U321,红参,S02,半身不遂,0,0,104194.5
U765,苏合香,S95,消瘦,0,0,104194.5
U45,百合,S360,湿疹性皮炎,0,0,104194.5
U951,银杏叶,S300,畏光,0,0,104194.5
U214,防风,S380,特发性血小板减少性紫癜,0,0,104194.5
U959,鱼腥草,S299,皮肤干燥,0,0,104194.5
U631,羌活,S62,呕吐,0,1,104194.5
U17,白附子,S08,不寐,0,0,104194.5
U476,连翘,S20,发热,1,1,104194.5
U789,天南星,S48,咳嗽,0,1,104194.5
U635,秦艽,S62,呕吐,0,1,104194.5
U683,砂仁,S299,皮肤干燥,0,0,104194.5
U349,虎杖,S90,胃脘嘈杂,0,0,104194.5
U962,玉竹,S109,意识障碍,0,0,104194.5
U952,淫羊藿,S420,细支气管炎,0,0,104194.5
U95,柴胡,S14,多汗,0,0,104194.5
U6,安息香,S17,恶心,0,0,104194.5
U5,艾叶,S306,皮疹,0,0,104194.5
U779,桃仁,S380,特发性血小板减少性紫癜,0,0,104194.5
U841,五味子,S96,小便失禁,0,1,104194.5
U623,千金子,S106,抑郁,0,0,104194.5
U86,苍耳子,S71,身黄,0,1,104194.5
U5,艾叶,S21,乏力,1,1,104194.5
U446,卷柏,S306,皮疹,0,0,104194.5
U658,肉豆蔻,S65,皮肤瘙痒,0,0,104194.5
U63,荜澄茄,S22,烦躁,0,0,104194.5
U772,酸枣仁,S07,便溏,1,1,104194.5
U998,枳壳,S294,排便疼痛,0,0,104194.5
U649,拳参,S64,皮肤可见出血点,0,0,104194.5
U331,洪连,S294,排便疼痛,0,0,104194.5
U35,白屈菜,S69,气促,0,0,104194.5
U331,洪连,S06,便秘,0,0,104194.5
U349,虎杖,S125,不孕症，不育症,0,0,104194.5
U313,鹤虱,S73,声音嘶哑,0,0,104194.5
U612,枇杷叶,S06,便秘,0,1,104194.5
U1030,紫苏梗,S119,鼻窦炎,0,0,104194.5
U24,白芥子,S64,皮肤可见出血点,0,0,104194.5
U971,月季花,S90,胃脘嘈杂,0,0,104194.5
U977,皂角刺,S106,抑郁,0,0,104194.5
U607,藕,S104,厌食,0,0,104194.5
U914,鸭跖草,S62,呕吐,0,0,104194.5
U918,亚麻子,S104,厌食,0,0,104194.5
U597,牛黄,S498,智力障碍,0,0,104194.5
U953,罂粟,S21,乏力,0,0,104194.5
U849,西河柳,S07,便溏,0,0,104194.5
U650,人参,S498,智力障碍,0,0,104194.5
U647,瞿麦,S27,腹痛,0,1,104194.5
U390,积雪草,S95,消瘦,0,0,104194.5
U442,橘核,S80,四肢抽搐,0,0,104194.5
U248,甘遂,S318,气胸,0,0,103946
U948,茵陈,S90,胃脘嘈杂,0,1,103541
U142,大戟,S07,便溏,0,0,103541
U539,满山红,S20,发热,0,0,103541
U789,天南星,S65,皮肤瘙痒,0,0,103541
U206,鹅不食草,S64,皮肤可见出血点,0,0,103541
U185,丁香,S125,不孕症，不育症,0,0,103541
U374,黄芪,S318,气胸,0,0,103541
U1031,紫苏叶,S80,四肢抽搐,0,0,103541
U268,枸杞,S95,消瘦,0,1,103541
U24,白芥子,S306,皮疹,0,0,103541
U93,侧柏叶,S306,皮疹,0,0,103541
U141,大黄,S411,畏光,0,0,103541
U693,山药,S397,痛觉,0,0,103541
U807,土贝母,S104,厌食,0,0,103541
U417,金荞麦,S65,皮肤瘙痒,0,0,103541
U399,降香,S02,半身不遂,0,0,103541
U693,山药,S73,声音嘶哑,0,0,103541
U45,百合,S17,恶心,0,1,103541
U387,鸡血藤,S106,抑郁,0,0,103541
U119,川乌,S65,皮肤瘙痒,0,0,103541
U384,鸡冠花,S27,腹痛,0,0,103541
U93,侧柏叶,S121,鼻炎,0,0,103541
U311,荷叶,S07,便溏,0,1,103541
U477,莲房,S62,呕吐,0,0,103541
U372,黄连,S318,气胸,0,0,103541
U45,百合,S398,痛觉过敏,0,0,103541
U141,大黄,S90,胃脘嘈杂,0,1,103541
U141,大黄,S95,消瘦,0,1,103541
U5,艾叶,S73,声音嘶哑,0,0,103541
U647,瞿麦,S128,肠炎,0,0,103541
U120,川芎,S260,快感缺乏,0,0,103541
U772,酸枣仁,S119,鼻窦炎,0,0,103541
U533,马兜铃,S06,便秘,0,0,103541
U440,菊花,S27,腹痛,1,1,103541
U559,玫瑰花,S65,皮肤瘙痒,0,1,103541
U156,丹皮,S62,呕吐,0,1,103541
U979,泽兰,S07,便溏,0,1,103541
U631,羌活,S27,腹痛,0,1,103541
U236,茯苓,S17,恶心,0,1,103541
U484,灵芝,S27,腹痛,0,1,103541
U914,鸭跖草,S65,皮肤瘙痒,0,0,103541
U242,附子,S172,肝脾肿大,0,0,103541
U802,葶苈子,S318,气胸,0,0,103541
U953,罂粟,S88,头晕,0,0,103541
U484,灵芝,S64,皮肤可见出血点,0,0,103541
U772,酸枣仁,S260,快感缺乏,0,0,103541
U528,麻黄根,S104,厌食,0,0,103541
U313,鹤虱,S21,乏力,0,0,103541
U570,母丁香,S398,痛觉过敏,0,0,103541
U325,红花,S294,排便疼痛,0,0,103541
U944,益智仁,S08,不寐,1,1,103541
U817,菟丝子,S71,身黄,1,1,103541
U58,北豆根,S48,咳嗽,0,0,103541
U308,何首乌,S02,半身不遂,0,0,103541
U623,千金子,S95,消瘦,0,0,103541
U999,枳实,S112,肢体痛,1,1,103541
U963,郁金,S360,湿疹性皮炎,0,0,103541
U484,灵芝,S07,便溏,0,1,103541
U244,甘草,S62,呕吐,1,1,103541
U242,附子,S75,视力受损,0,0,103541
U439,桔梗,S318,气胸,0,0,103541
U439,桔梗,S119,鼻窦炎,0,0,103541
U772,酸枣仁,S73,声音嘶哑,0,1,103541
U874,香薷,S260,快感缺乏,0,0,103541
U841,五味子,S75,视力受损,0,0,103541
U93,侧柏叶,S17,恶心,0,0,103541
U775,太子参,S20,发热,0,1,103541
U195,豆蔻,S06,便秘,1,1,103541
U999,枳实,S397,痛觉,0,0,103541
U268,枸杞,S07,便溏,0,1,103541
U95,柴胡,S318,气胸,0,0,103541
U346,槲寄生,S294,排便疼痛,0,0,103541
U829,乌药,S20,发热,0,0,103541
U918,亚麻子,S346,神经性肌肉萎缩,0,0,103541
U810,土茯苓,S397,痛觉,0,0,103541
U998,枳壳,S462,炎症,0,0,103541
U758,四季青,S119,鼻窦炎,0,0,103541
U988,珍珠,S398,痛觉过敏,0,0,103541
U979,泽兰,S95,消瘦,0,1,103541
U240,浮萍,S87,头痛,0,0,103541
U189,冬瓜皮,S109,意识障碍,0,0,103541
U156,丹皮,S27,腹痛,0,1,103541
U17,白附子,S106,抑郁,0,0,103541
U918,亚麻子,S25,浮肿,0,0,103541
U998,枳壳,S65,皮肤瘙痒,0,1,103541
U658,肉豆蔻,S109,意识障碍,0,0,103541
U70,萹蓄,S17,恶心,0,1,103541
U661,乳香,S07,便溏,0,1,103541
U164,党参,S73,声音嘶哑,0,1,103541
U21,白及,S119,鼻窦炎,0,0,103541
U700,蛇床子,S21,乏力,0,1,103541
U359,槐花,S71,身黄,0,1,103541
U118,川楝子,S169,腹膜炎,0,0,103541
U585,木贼,S345,神经痛,0,0,103541
U321,红参,S17,恶心,0,0,103541
U850,西红花,S109,意识障碍,0,0,103541
U39,白薇,S104,厌食,0,0,103541
U35,白屈菜,S17,恶心,0,0,103541
U716,生姜,S21,乏力,0,1,103541
U286,桂枝,S02,半身不遂,0,0,103541
U180,地榆,S87,头痛,0,0,103541
U171,地枫皮,S22,烦躁,0,0,103541
U447,决明子,S07,便溏,0,1,103541
U119,川乌,S02,半身不遂,0,0,103541
U383,鸡骨草,S62,呕吐,0,0,103541
U859,夏枯草,S109,意识障碍,0,1,103541
U820,王不留行,S17,恶心,0,1,103541
U382,藿香,S343,深肌腱反射降低,0,0,103541
U52,半边莲,S299,皮肤干燥,0,0,103541
U305,诃子,S109,意识障碍,0,0,103541
U685,山豆根,S346,神经性肌肉萎缩,0,0,103541
U693,山药,S104,厌食,0,0,103541
U668,三棱,S17,恶心,0,1,103541
U335,厚朴,S398,痛觉过敏,0,0,103541
U884,小蓟,S346,神经性肌肉萎缩,0,0,103541
U661,乳香,S25,浮肿,0,1,103541
U950,银柴胡,S08,不寐,0,1,103541
U359,槐花,S95,消瘦,0,0,103541
U91,草乌,S62,呕吐,0,0,103541
U21,白及,S213,肌肉痉挛,0,0,103541
U973,云芝,S109,意识障碍,0,0,103541
U585,木贼,S62,呕吐,0,0,103541
U454,苦楝皮,S119,鼻窦炎,0,0,103541
U930,洋金花,S20,发热,0,0,103541
U360,槐角,S109,意识障碍,0,0,103541
U657,肉苁蓉,S106,抑郁,0,0,103541
U858,细辛,S190,沟通障碍,0,0,103037
U375,黄芩,S69,气促,0,0,103037
U63,荜澄茄,S69,气促,0,0,103037
U951,银杏叶,S69,气促,0,0,103037
U962,玉竹,S69,气促,0,1,103037
U891,辛夷,S88,头晕,0,0,103037
U242,附子,S497,窒息，呼吸暂停,0,0,103037
U785,天花粉,S69,气促,0,0,103037
U93,侧柏叶,S360,湿疹性皮炎,0,0,103037
U998,枳壳,S299,皮肤干燥,0,0,103037
U195,豆蔻,S501,主观性眩晕,0,0,103037
U944,益智仁,S69,气促,0,0,103037
U12,巴戟天,S273,慢性进行性眼外肌麻痹,0,0,103037
U196,独活,S360,湿疹性皮炎,0,0,103037
U260,藁本,S420,细支气管炎,0,0,103037
U382,藿香,S69,气促,0,0,103037
U351,花椒,S497,窒息，呼吸暂停,0,0,103037
U504,芦根,S177,感觉神经性耳聋,0,0,103037
U891,辛夷,S360,湿疹性皮炎,0,0,103037
U574,牡蛎,S501,主观性眩晕,0,0,103037
U952,淫羊藿,S69,气促,0,0,103037
U260,藁本,S447,血管炎,0,0,103037
U970,远志,S109,意识障碍,0,1,103037
U43,白芷,S112,肢体痛,0,1,103037
U496,龙胆,S420,细支气管炎,0,0,103037
U40,白鲜皮,S17,恶心,0,1,103037
U63,荜澄茄,S88,头晕,0,0,103037
U513,鹿衔草,S109,意识障碍,0,0,103037
U164,党参,S148,恶病质,0,0,103037
U417,金荞麦,S190,沟通障碍,0,0,103037
U680,桑枝,S360,湿疹性皮炎,0,0,103037
U826,乌梅,S69,气促,0,0,103037
U502,龙眼肉,S48,咳嗽,0,0,103037
U214,防风,S69,气促,0,0,103037
U678,桑椹,S221,急性肾衰竭,0,0,103037
U758,四季青,S88,头晕,0,0,103037
U6,安息香,S69,气促,0,0,103037
U636,秦皮,S282,脑积水的不良事件,0,0,103037
U40,白鲜皮,S501,主观性眩晕,0,0,103037
U95,柴胡,S483,饮食过量,0,0,103037
U156,丹皮,S06,便秘,0,1,103037
U447,决明子,S71,身黄,0,1,103037
U391,急性子,S06,便秘,0,0,103037
U244,甘草,S306,皮疹,0,0,103037
U758,四季青,S21,乏力,0,0,103037
U196,独活,S420,细支气管炎,0,0,103037
U590,南沙参,S21,乏力,1,1,103037
U90,草果仁,S69,气促,0,0,103037
U709,射干,S119,鼻窦炎,0,0,103037
U790,天山雪莲,S69,气促,0,0,103037
U918,亚麻子,S200,呼吸功能受损,0,0,103037
U244,甘草,S80,四肢抽搐,0,1,103037
U321,红参,S368,睡眠呼吸障碍,0,0,103037
U979,泽兰,S501,主观性眩晕,0,0,103037
U734,石韦,S06,便秘,0,1,103037
U274,瓜蒌,S69,气促,0,1,103037
U597,牛黄,S299,皮肤干燥,0,0,103037
U185,丁香,S420,细支气管炎,0,0,103037
U1010,猪苓,S148,恶病质,0,0,103037
U736,柿蒂,S501,主观性眩晕,0,0,103037
U58,北豆根,S420,细支气管炎,0,0,103037
U710,麝香,S360,湿疹性皮炎,0,0,103037
U585,木贼,S104,厌食,0,0,103037
U694,山楂,S21,乏力,0,1,103037
U148,大血藤,S104,厌食,0,0,103037
U40,白鲜皮,S360,湿疹性皮炎,0,0,103037
U820,王不留行,S368,睡眠呼吸障碍,0,0,103037
U36,白芍,S69,气促,0,1,103037
U650,人参,S69,气促,0,0,103037
U784,天冬,S21,乏力,0,1,103037
U228,蜂蜜,S21,乏力,0,0,103037
U1010,猪苓,S155,发育迟缓,0,0,103037
U103,车前子,S21,乏力,1,1,103037
U349,虎杖,S190,沟通障碍,0,0,103037
U574,牡蛎,S88,头晕,1,1,103037
U971,月季花,S420,细支气管炎,0,0,103037
U1010,猪苓,S17,恶心,0,1,103037
U1010,猪苓,S299,皮肤干燥,0,0,103037
U570,母丁香,S88,头晕,0,0,103037
U971,月季花,S177,感觉神经性耳聋,0,0,103037
U578,木瓜,S360,湿疹性皮炎,0,0,103037
U164,党参,S497,窒息，呼吸暂停,0,0,103037
U39,白薇,S69,气促,0,0,103037
U682,沙苑子,S483,饮食过量,0,0,103037
U374,黄芪,S360,湿疹性皮炎,0,0,103037
U236,茯苓,S69,气促,0,1,103037
U54,半夏,S190,沟通障碍,0,0,103037
U325,红花,S148,恶病质,0,0,103037
U735,使君子,S06,便秘,0,0,103037
U21,白及,S360,湿疹性皮炎,0,0,103037
U669,三七,S360,湿疹性皮炎,0,0,103037
U44,百部,S21,乏力,1,1,103037
U785,天花粉,S447,血管炎,0,0,103037
U958,余甘子,S109,意识障碍,0,0,103037
U401,焦槟榔,S104,厌食,0,0,103037
U26,白蔹,S69,气促,0,0,103037
U484,灵芝,S483,饮食过量,0,0,103037
U693,山药,S25,浮肿,1,1,103037
U944,益智仁,S200,呼吸功能受损,0,0,103037
U106,陈皮,S190,沟通障碍,0,0,103037
U142,大戟,S69,气促,0,0,103037
U607,藕,S200,呼吸功能受损,0,0,103037
U325,红花,S33,关节肿胀,0,0,103037
U550,猫爪草,S119,鼻窦炎,0,0,103037
U196,独活,S128,肠炎,0,0,103037
U849,西河柳,S06,便秘,0,0,103037
U533,马兜铃,S109,意识障碍,0,0,103037
U623,千金子,S69,气促,0,0,103037
U579,木蝴蝶,S360,湿疹性皮炎,0,0,103037
U37,白术,S106,抑郁,0,0,103037
U941,伊贝母,S06,便秘,0,0,103037
U519,罗布麻叶,S501,主观性眩晕,0,0,103037
U945,薏苡仁,S501,主观性眩晕,0,0,103037
U196,独活,S33,关节肿胀,0,0,103037
U650,人参,S169,腹膜炎,0,0,103037
U150,大枣,S368,睡眠呼吸障碍,0,0,103037
U141,大黄,S428,小脑性共济失调,0,0,103037
U451,苦参,S88,头晕,0,0,103037
U597,牛黄,S65,皮肤瘙痒,0,1,103037
U451,苦参,S69,气促,0,1,103037
U417,金荞麦,S420,细支气管炎,0,0,103037
U118,川楝子,S148,恶病质,0,0,103037
U1039,棕榈,S360,湿疹性皮炎,0,0,103037
U142,大戟,S109,意识障碍,0,0,103037
U183,丁公藤,S501,主观性眩晕,0,0,103037
U269,谷精草,S06,便秘,0,0,103037
U612,枇杷叶,S200,呼吸功能受损,0,0,103037
U435,九里香,S88,头晕,0,0,103037
U34,白前,S106,抑郁,0,0,103037
U314,黑豆,S121,鼻炎,0,0,103037
U774,锁阳,S104,厌食,0,0,103037
U45,百合,S69,气促,0,1,103037
U349,虎杖,S21,乏力,1,1,103037
U10,巴豆,S501,主观性眩晕,0,0,103037
U339,胡椒,S21,乏力,0,0,103037
U862,仙茅,S69,气促,0,0,103037
U959,鱼腥草,S420,细支气管炎,0,0,103037
U674,桑白皮,S169,腹膜炎,0,0,103037
U321,红参,S445,学习障碍,0,0,103037
U635,秦艽,S501,主观性眩晕,0,0,103037
U62,荜茇,S69,气促,0,0,103037
U339,胡椒,S447,血管炎,0,0,103037
U869,香附,S360,湿疹性皮炎,0,0,103037
U597,牛黄,S73,声音嘶哑,0,0,103037
U871,香加皮,S69,气促,0,0,103037
U648,全蝎,S21,乏力,0,1,103037
U629,芡实,S501,主观性眩晕,0,0,103037
U62,荜茇,S360,湿疹性皮炎,0,0,103037
U50,板蓝根,S148,恶病质,0,0,103037
U117,川贝,S21,乏力,0,1,103037
U664,三白草,S06,便秘,0,0,103037
U869,香附,S483,饮食过量,0,0,103037
U443,橘红,S88,头晕,0,1,103037
U1030,紫苏梗,S71,身黄,0,1,103037
U640,青蒿,S06,便秘,0,1,103037
U869,香附,S69,气促,0,0,103037
U516,路路通,S06,便秘,0,1,103037
U592,闹羊花,S25,浮肿,0,0,103037
U90,草果仁,S109,意识障碍,0,0,103037
U214,防风,S137,蛋白尿,0,0,103037
U183,丁公藤,S69,气促,0,0,103037
U465,狼毒,S109,意识障碍,0,0,103037
U162,当归,S158,发育性语言障碍,0,0,103037
U765,苏合香,S48,咳嗽,0,0,103037
U597,牛黄,S449,血小板减少,0,0,103037
U892,杏仁,S69,气促,0,0,103037
U995,栀子,S109,意识障碍,0,1,103037
U141,大黄,S200,呼吸功能受损,0,0,103037
U117,川贝,S69,气促,0,0,103037
U258,高良姜,S69,气促,0,0,103037
U650,人参,S189,共济失调步态,0,0,103037
U817,菟丝子,S106,抑郁,0,0,103037
U642,青皮,S501,主观性眩晕,0,0,103037
U141,大黄,S189,共济失调步态,0,0,103037
U642,青皮,S62,呕吐,0,1,103037
U513,鹿衔草,S21,乏力,0,0,103037
U417,金荞麦,S200,呼吸功能受损,0,0,103037
U13,菝葜,S06,便秘,0,1,103037
U55,半枝莲,S169,腹膜炎,0,0,103037
U568,明党参,S501,主观性眩晕,0,0,103037
U803,通草,S368,睡眠呼吸障碍,0,0,103037
U504,芦根,S420,细支气管炎,0,0,103037
U262,葛根,S463,颜色丧失,0,0,103037
U837,五倍子,S501,主观性眩晕,0,0,103037
U164,党参,S104,厌食,0,0,103037
U439,桔梗,S69,气促,0,1,103037
U860,夏天无,S360,湿疹性皮炎,0,0,103037
U862,仙茅,S169,腹膜炎,0,0,103037
U713,升麻,S21,乏力,1,1,103037
U566,密蒙花,S69,气促,0,0,102943.5
U423,金银花,S119,鼻窦炎,0,0,102905
U375,黄芩,S106,抑郁,0,0,102905
U390,积雪草,S64,皮肤可见出血点,0,0,102905
U171,地枫皮,S65,皮肤瘙痒,0,0,102905
U912,鸦胆子,S80,四肢抽搐,0,0,102905
U963,郁金,S343,深肌腱反射降低,0,0,102905
U1012,猪牙皂,S318,气胸,0,0,102905
U582,木通,S95,消瘦,0,0,102905
U662,蕤仁,S87,头痛,0,0,102905
U228,蜂蜜,S62,呕吐,0,0,102905
U826,乌梅,S66,皮肤紫癜,0,0,102905
U125,穿心莲,S90,胃脘嘈杂,0,0,102905
U202,杜仲叶,S21,乏力,0,0,102905
U463,莱菔子,S411,畏光,0,0,102905
U205,莪术,S306,皮疹,0,0,102905
U678,桑椹,S306,皮疹,0,0,102905
U127,垂盆草,S169,腹膜炎,0,0,102905
U709,射干,S138,蛋白尿,0,0,102905
U834,吴茱萸,S21,乏力,0,1,102905
U36,白芍,S148,恶病质,0,0,102905
U697,山茱萸,S95,消瘦,0,1,102905
U585,木贼,S66,皮肤紫癜,0,0,102905
U709,射干,S159,法定盲,0,0,102905
U570,母丁香,S420,细支气管炎,0,0,102905
U76,槟榔,S17,恶心,0,1,102905
U861,仙鹤草,S119,鼻窦炎,0,0,102905
U262,葛根,S119,鼻窦炎,0,0,102905
U852,西洋参,S109,意识障碍,0,1,102905
U185,丁香,S109,意识障碍,0,1,102905
U451,苦参,S64,皮肤可见出血点,0,1,102905
U884,小蓟,S119,鼻窦炎,0,0,102905
U321,红参,S08,不寐,0,0,102905
U242,附子,S155,发育迟缓,0,0,102905
U340,胡芦巴,S64,皮肤可见出血点,0,0,102905
U36,白芍,S213,肌肉痉挛,0,0,102905
U370,黄精,S408,网织红细胞增高,0,0,102905
U13,菝葜,S501,主观性眩晕,0,0,102325
U639,青果,S368,睡眠呼吸障碍,0,0,102325
U325,红花,S14,多汗,0,0,102325
U1010,猪苓,S65,皮肤瘙痒,0,1,102325
U614,蒲黄,S106,抑郁,0,0,102325
U648,全蝎,S169,腹膜炎,0,0,102325
U119,川乌,S112,肢体痛,0,0,102325
U682,沙苑子,S112,肢体痛,0,1,102325
U1025,紫草,S106,抑郁,0,0,102325
U820,王不留行,S360,湿疹性皮炎,0,0,102325
U700,蛇床子,S138,蛋白尿,0,0,102325
U597,牛黄,S142,低血糖,0,0,102325
U679,桑叶,S213,肌肉痉挛,0,0,102325
U721,石菖蒲,S177,感觉神经性耳聋,0,0,102325
U384,鸡冠花,S306,皮疹,0,0,102325
U319,黑芝麻,S169,腹膜炎,0,0,102325
U401,焦槟榔,S318,气胸,0,0,102325
U1030,紫苏梗,S109,意识障碍,0,0,102325
U260,藁本,S116,白细胞减少症,0,0,102325
U664,三白草,S109,意识障碍,0,0,102325
U62,荜茇,S06,便秘,0,0,102325
U125,穿心莲,S299,皮肤干燥,0,0,102325
U286,桂枝,S260,快感缺乏,0,0,102325
U211,番泻叶,S109,意识障碍,0,0,102325
U774,锁阳,S109,意识障碍,0,0,102325
U849,西河柳,S65,皮肤瘙痒,0,0,102325
U410,金果榄,S06,便秘,0,0,102325
U52,半边莲,S64,皮肤可见出血点,0,0,102325
U459,款冬花,S306,皮疹,0,0,102325
U262,葛根,S128,肠炎,0,0,102325
U173,地骨皮,S21,乏力,0,1,102325
U18,白果,S190,沟通障碍,0,0,102325
U998,枳壳,S64,皮肤可见出血点,0,0,102325
U269,谷精草,S71,身黄,0,0,102325
U417,金荞麦,S125,不孕症，不育症,0,0,102325
U40,白鲜皮,S169,腹膜炎,0,0,102325
U87,苍术,S148,恶病质,0,0,102325
U314,黑豆,S333,乳腺炎,0,0,102325
U234,佛手,S128,肠炎,0,0,102325
U734,石韦,S95,消瘦,0,0,102325
U642,青皮,S48,咳嗽,0,1,102325
U17,白附子,S498,智力障碍,0,0,102325
U375,黄芩,S65,皮肤瘙痒,0,1,102325
U112,虫白蜡,S07,便溏,0,0,102325
U740,熟地,S169,腹膜炎,0,0,102325
U952,淫羊藿,S306,皮疹,0,0,102325
U569,墨旱莲,S360,湿疹性皮炎,0,0,102325
U682,沙苑子,S420,细支气管炎,0,0,102325
U296,海风藤,S17,恶心,0,0,102325
U463,莱菔子,S216,肌张力高,0,0,102325
U189,冬瓜皮,S368,睡眠呼吸障碍,0,0,102325
U767,苏子,S119,鼻窦炎,0,0,102325
U683,砂仁,S20,发热,0,1,102325
U375,黄芩,S138,蛋白尿,0,0,102325
U201,杜仲,S306,皮疹,0,0,102325
U321,红参,S21,乏力,0,0,102325
U260,藁本,S368,睡眠呼吸障碍,0,0,102325
U683,砂仁,S177,感觉神经性耳聋,0,0,102325
U274,瓜蒌,S80,四肢抽搐,0,0,102325
U944,益智仁,S447,血管炎,0,0,102325
U173,地骨皮,S71,身黄,0,1,102325
U474,荔枝核,S169,腹膜炎,0,0,102325
U823,委陵菜,S95,消瘦,0,0,102325
U234,佛手,S69,气促,0,0,102325
U891,辛夷,S318,气胸,0,0,102325
U574,牡蛎,S109,意识障碍,0,1,102325
U435,九里香,S69,气促,0,0,102325
U13,菝葜,S71,身黄,0,1,102325
U850,西红花,S498,智力障碍,0,0,102317
U716,生姜,S02,半身不遂,0,0,102317
U657,肉苁蓉,S27,腹痛,0,1,102317
U659,肉桂,S90,胃脘嘈杂,0,0,102317
U810,土茯苓,S87,头痛,0,1,102317
U93,侧柏叶,S116,白细胞减少症,0,0,102317
U659,肉桂,S299,皮肤干燥,0,0,102317
U335,厚朴,S360,湿疹性皮炎,0,0,102317
U810,土茯苓,S80,四肢抽搐,0,1,102317
U417,金荞麦,S116,白细胞减少症,0,0,102317
U597,牛黄,S462,炎症,0,0,102317
U375,黄芩,S313,贫血,0,0,102317
U125,穿心莲,S306,皮疹,0,0,102317
U417,金荞麦,S109,意识障碍,0,0,102317
U375,黄芩,S22,烦躁,0,1,102317
U399,降香,S106,抑郁,0,0,102317
U496,龙胆,S449,血小板减少,0,0,102317
U519,罗布麻叶,S06,便秘,0,0,102317
U998,枳壳,S119,鼻窦炎,0,0,102317
U532,马齿苋,S71,身黄,0,1,102317
U999,枳实,S215,肌肉无力,0,0,102317
U629,芡实,S398,痛觉过敏,0,0,102317
U914,鸭跖草,S306,皮疹,0,0,102317
U999,枳实,S190,沟通障碍,0,0,102317
U447,决明子,S104,厌食,0,0,102317
U1031,紫苏叶,S106,抑郁,0,0,102317
U396,姜黄,S360,湿疹性皮炎,0,0,102317
U999,枳实,S103,言语迟钝,0,0,102317
U410,金果榄,S17,恶心,0,0,102317
U530,马鞭草,S64,皮肤可见出血点,0,0,102317
U155,丹参,S65,皮肤瘙痒,0,1,102317
U120,川芎,S346,神经性肌肉萎缩,0,0,102317
U119,川乌,S95,消瘦,0,0,102317
U401,焦槟榔,S380,特发性血小板减少性紫癜,0,0,102317
U918,亚麻子,S380,特发性血小板减少性紫癜,0,0,102317
U513,鹿衔草,S64,皮肤可见出血点,0,0,102317
U182,颠茄草,S27,腹痛,0,0,102317
U740,熟地,S07,便溏,0,1,102317
U693,山药,S109,意识障碍,0,1,102317
U995,栀子,S17,恶心,0,1,102317
U558,没药,S213,肌肉痉挛,0,0,102317
U637,青黛,S17,恶心,0,1,102317
U995,栀子,S318,气胸,0,0,102317
U693,山药,S260,快感缺乏,0,0,102317
U140,大腹皮,S95,消瘦,0,1,102317
U930,洋金花,S109,意识障碍,0,0,102317
U995,栀子,S462,炎症,0,0,102317
U140,大腹皮,S318,气胸,0,0,102317
U861,仙鹤草,S71,身黄,0,1,102317
U860,夏天无,S190,沟通障碍,0,0,102317
U661,乳香,S66,皮肤紫癜,0,0,102317
U649,拳参,S62,呕吐,0,0,102317
U569,墨旱莲,S20,发热,0,1,102317
U47,柏子仁,S25,浮肿,0,1,102317
U569,墨旱莲,S17,恶心,0,1,102317
U133,刺五加,S360,湿疹性皮炎,0,0,102317
U664,三白草,S07,便溏,0,0,102317
U558,没药,S318,气胸,0,0,102317
U862,仙茅,S119,鼻窦炎,0,0,102317
U262,葛根,S244,近端神经源性肌无力,0,0,102317
U841,五味子,S306,皮疹,0,0,102317
U823,委陵菜,S104,厌食,0,0,102317
U644,青叶胆,S88,头晕,0,0,102317
U101,常山,S104,厌食,0,0,102317
U435,九里香,S360,湿疹性皮炎,0,0,102317
U101,常山,S106,抑郁,0,0,102317
U807,土贝母,S169,腹膜炎,0,0,102317
U479,莲子,S95,消瘦,0,1,102317
U789,天南星,S300,畏光,0,0,102317
U435,九里香,S299,皮肤干燥,0,0,102317
U693,山药,S90,胃脘嘈杂,0,0,102317
U143,大蓟,S95,消瘦,0,0,102317
U869,香附,S109,意识障碍,0,1,102317
U948,茵陈,S420,细支气管炎,0,0,102317
U435,九里香,S27,腹痛,0,0,102317
U647,瞿麦,S260,快感缺乏,0,0,102317
U205,莪术,S260,快感缺乏,0,0,102317
U314,黑豆,S155,发育迟缓,0,0,102317
U258,高良姜,S71,身黄,0,1,102317
U569,墨旱莲,S119,鼻窦炎,0,0,102317
U884,小蓟,S106,抑郁,0,0,102317
U772,酸枣仁,S22,烦躁,0,1,102317
U614,蒲黄,S65,皮肤瘙痒,0,1,102317
U613,蒲公英,S106,抑郁,0,0,102317
U709,射干,S200,呼吸功能受损,0,0,102317
U70,萹蓄,S119,鼻窦炎,0,0,102317
U944,益智仁,S170,肝功能异常,0,0,102317
U654,忍冬藤,S38,呼吸困难,0,1,102317
U709,射干,S66,皮肤紫癜,0,0,102317
U383,鸡骨草,S420,细支气管炎,0,0,102317
U684,山慈菇,S169,腹膜炎,0,0,102317
